SEQ_ID	HMT_ID	Genus	Species	Strain	Contigs	Combined_Size	Habitat	Sequence_Source
SEQF3275	686	Streptococcus	mutans	TCI-244	143	1771140	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/685/GCA_000229685.2_SMUT6-NEX_93-244
SEQF3276	686	Streptococcus	mutans	TCI-249	98	1879409	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/705/GCA_000229705.2_SMUT7-NEX_2-249
SEQF3277	686	Streptococcus	mutans	TCI-256	110	1881106	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/725/GCA_000229725.2_SMUT7-NEX_4-256
SEQF3278	686	Streptococcus	mutans	TCI-260	141	1799001	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/745/GCA_000229745.2_SMUT7-NEX_5-260
SEQF3279	686	Streptococcus	mutans	TCI-264	137	1824597	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/765/GCA_000229765.2_SMUT7-NEX_6-264
SEQF3280	686	Streptococcus	mutans	TCI-267	127	1819735	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/785/GCA_000229785.2_SMUT7-NEX_7-267
SEQF3281	686	Streptococcus	mutans	TCI-268	92	1855678	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/805/GCA_000229805.2_SMUT7-NEX_8-268
SEQF3282	686	Streptococcus	mutans	TCI-278	98	1856336	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/825/GCA_000229825.2_SMUT7-NEX_9-278
SEQF3283	686	Streptococcus	mutans	TCI-279	136	1809821	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/845/GCA_000229845.2_SMUT7-NEX_10-279
SEQF3284	686	Streptococcus	mutans	TCI-280	119	1818786	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/865/GCA_000229865.2_SMUT7-NEX_11-280
SEQF3285	686	Streptococcus	mutans	TCI-289	140	1798201	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/885/GCA_000229885.2_SMUT7-NEX_12-289
SEQF3286	686	Streptococcus	mutans	TCI-292	137	1810877	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/905/GCA_000229905.2_SMUT7-NEX_21-292
SEQF3287	686	Streptococcus	mutans	TCI-294	109	1891335	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/925/GCA_000229925.2_SMUT7-NEX_25-294
SEQF3288	686	Streptococcus	mutans	TCI-298	136	1743498	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/945/GCA_000229945.2_SMUT7-NEX_34-298
SEQF3289	686	Streptococcus	mutans	TCI-30	103	1880026	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/965/GCA_000229965.2_SMUT3-NEX_6-30
SEQF3290	686	Streptococcus	mutans	TCI-399	53	1935728	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/229/985/GCA_000229985.2_SMUT3-NEX_1-399
SEQF3291	686	Streptococcus	mutans	TCI-400	93	1869620	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/005/GCA_000230005.2_SMUT3-NEX_2-400
SEQF3292	686	Streptococcus	mutans	TCI-51	57	1936890	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/025/GCA_000230025.2_SMUT3-NEX_9-51
SEQF3293	686	Streptococcus	mutans	TCI-62	135	1804833	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/045/GCA_000230045.2_SMUT3-NEX_10-62
SEQF3294	686	Streptococcus	mutans	TCI-70	109	1855602	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/065/GCA_000230065.2_SMUT3-NEX_11-70
SEQF3295	686	Streptococcus	mutans	TCI-75	108	1879483	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/085/GCA_000230085.2_SMUT3-NEX_21-75
SEQF3296	686	Streptococcus	mutans	TCI-78	110	1883089	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/105/GCA_000230105.2_SMUT3-NEX_25-78
SEQF3297	686	Streptococcus	mutans	TCI-82	48	1941227	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/125/GCA_000230125.2_SMUT3-NEX_34-82
SEQF3298	686	Streptococcus	mutans	TCI-85	64	1921849	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/145/GCA_000230145.2_SMUT3-NEX_50-85
SEQF3299	686	Streptococcus	mutans	TCI-86	128	1820007	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/165/GCA_000230165.2_SMUT3-NEX_57-86
SEQF3300	686	Streptococcus	mutans	TCI-92	49	1941392	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/185/GCA_000230185.2_SMUT3-NEX_62-92
SEQF3301	686	Streptococcus	mutans	TCI-96	121	1800548	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/205/GCA_000230205.2_SMUT3-NEX_93-96
SEQF3302	686	Streptococcus	mutans	TCI-99	132	1814786	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/225/GCA_000230225.2_SMUT4-NEX_1-99
SEQF3303	686	Streptococcus	mutans	GS-5	1	2027088	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/271/865/GCA_000271865.1_ASM27186v1
SEQF3304	686	Streptococcus	mutans	LJ23	1	2015626	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/284/575/GCA_000284575.1_ASM28457v1
SEQF3305	686	Streptococcus	mutans	S1B	132	2006359	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/055/GCA_000339055.1_ASM33905v1
SEQF3306	686	Streptococcus	mutans	SA41	104	1952324	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/075/GCA_000339075.1_ASM33907v1
SEQF3307	686	Streptococcus	mutans	SF12	107	1925888	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/095/GCA_000339095.1_ASM33909v1
SEQF3308	686	Streptococcus	mutans	R221	109	1983724	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/115/GCA_000339115.1_ASM33911v1
SEQF3309	686	Streptococcus	mutans	M230	139	1917450	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/135/GCA_000339135.1_ASM33913v1
SEQF3310	686	Streptococcus	mutans	15JP3	87	1932974	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/155/GCA_000339155.1_ASM33915v1
SEQF3311	686	Streptococcus	mutans	4SM1	97	2005341	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/175/GCA_000339175.1_ASM33917v1
SEQF3312	686	Streptococcus	mutans	2ST1	111	1965562	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/195/GCA_000339195.1_ASM33919v1
SEQF3313	686	Streptococcus	mutans	4VF1	127	2008731	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/215/GCA_000339215.1_ASM33921v1
SEQF3314	686	Streptococcus	mutans	15VF2	117	2021665	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/235/GCA_000339235.1_ASM33923v1
SEQF3315	686	Streptococcus	mutans	11VS1	155	1861960	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/255/GCA_000339255.1_ASM33925v1
SEQF3316	686	Streptococcus	mutans	5SM3	86	1943643	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/275/GCA_000339275.1_ASM33927v1
SEQF3317	686	Streptococcus	mutans	NFSM2	115	1990978	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/295/GCA_000339295.1_ASM33929v1
SEQF3318	686	Streptococcus	mutans	A9	105	1868494	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/315/GCA_000339315.1_ASM33931v1
SEQF3319	686	Streptococcus	mutans	N29	110	1965509	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/335/GCA_000339335.1_ASM33933v1
SEQF3320	686	Streptococcus	mutans	NMT4863	97	1926604	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/355/GCA_000339355.1_ASM33935v1
SEQF3321	686	Streptococcus	mutans	T4	113	1966047	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/375/GCA_000339375.1_ASM33937v1
SEQF3322	686	Streptococcus	mutans	NFSM1	131	2002107	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/395/GCA_000339395.1_ASM33939v1
SEQF3323	686	Streptococcus	mutans	NV1996	130	2015161	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/415/GCA_000339415.1_ASM33941v1
SEQF3324	686	Streptococcus	mutans	SF14	97	1944789	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/435/GCA_000339435.1_ASM33943v1
SEQF3325	686	Streptococcus	mutans	SM6	112	1960471	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/455/GCA_000339455.1_ASM33945v1
SEQF3326	686	Streptococcus	mutans	U2A	163	2099425	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/475/GCA_000339475.1_ASM33947v1
SEQF3327	686	Streptococcus	mutans	NLML8	135	1963147	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/495/GCA_000339495.1_ASM33949v1
SEQF3328	686	Streptococcus	mutans	14D	102	1969096	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/515/GCA_000339515.1_ASM33951v1
SEQF3329	686	Streptococcus	mutans	21	120	1990074	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/535/GCA_000339535.1_ASM33953v1
SEQF3330	686	Streptococcus	mutans	B	111	1948124	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/555/GCA_000339555.1_ASM33955v1
SEQF3331	686	Streptococcus	mutans	SM1	114	1994929	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/575/GCA_000339575.1_ASM33957v1
SEQF3332	686	Streptococcus	mutans	8ID3	100	1908740	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/595/GCA_000339595.1_ASM33959v1
SEQF3333	686	Streptococcus	mutans	SA38	91	1992890	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/615/GCA_000339615.1_ASM33961v1
SEQF3334	686	Streptococcus	mutans	OMZ175	130	2003229	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/635/GCA_000339635.1_ASM33963v1
SEQF3335	686	Streptococcus	mutans	1SM1	102	2068485	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/655/GCA_000339655.1_ASM33965v1
SEQF3336	686	Streptococcus	mutans	3SN1	142	2034346	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/675/GCA_000339675.1_ASM33967v1
SEQF3337	686	Streptococcus	mutans	11A1	111	1921647	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/695/GCA_000339695.1_ASM33969v1
SEQF3338	686	Streptococcus	mutans	11SSST2	105	1969615	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/715/GCA_000339715.1_ASM33971v1
SEQF3339	686	Streptococcus	mutans	2VS1	98	1970005	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/735/GCA_000339735.1_ASM33973v1
SEQF3340	686	Streptococcus	mutans	NVAB	102	1944173	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/755/GCA_000339755.1_ASM33975v1
SEQF3341	686	Streptococcus	mutans	A19	108	1984020	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/775/GCA_000339775.1_ASM33977v1
SEQF3342	686	Streptococcus	mutans	U138	153	1991956	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/795/GCA_000339795.1_ASM33979v1
SEQF3343	686	Streptococcus	mutans	G123	122	1977039	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/815/GCA_000339815.1_ASM33981v1
SEQF3344	686	Streptococcus	mutans	M21	106	1961974	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/835/GCA_000339835.1_ASM33983v1
SEQF3345	686	Streptococcus	mutans	N34	102	1962026	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/855/GCA_000339855.1_ASM33985v1
SEQF3346	686	Streptococcus	mutans	NLML4	116	1968630	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/875/GCA_000339875.1_ASM33987v1
SEQF3347	686	Streptococcus	mutans	NLML5	105	1941389	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/895/GCA_000339895.1_ASM33989v1
SEQF3348	686	Streptococcus	mutans	NLML9	99	1996009	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/915/GCA_000339915.1_ASM33991v1
SEQF3349	686	Streptococcus	mutans	M2A	115	1930238	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/935/GCA_000339935.1_ASM33993v1
SEQF3350	686	Streptococcus	mutans	N3209	113	1953403	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/955/GCA_000339955.1_ASM33995v1
SEQF3351	686	Streptococcus	mutans	N66	113	2006044	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/975/GCA_000339975.1_ASM33997v1
SEQF3352	686	Streptococcus	mutans	W6	114	1991361	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/995/GCA_000339995.1_ASM33999v1
SEQF3353	686	Streptococcus	mutans	SF1	185	2081419	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/340/015/GCA_000340015.1_ASM34001v1
SEQF3354	686	Streptococcus	mutans	ST1	131	1980457	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/340/035/GCA_000340035.1_ASM34003v1
SEQF3355	686	Streptococcus	mutans	ST6	121	1925853	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/340/055/GCA_000340055.1_ASM34005v1
SEQF3356	686	Streptococcus	mutans	NLML1	139	2036028	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/340/075/GCA_000340075.1_ASM34007v1
SEQF3357	686	Streptococcus	mutans	1ID3	90	1872370	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/340/095/GCA_000340095.1_ASM34009v1
SEQF3358	686	Streptococcus	mutans	66-2A	113	1953006	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/340/115/GCA_000340115.1_ASM34011v1
SEQF3359	686	Streptococcus	mutans	SM4	152	1977578	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/340/135/GCA_000340135.1_ASM34013v1
SEQF3360	686	Streptococcus	mutans	24	119	2013675	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/340/155/GCA_000340155.1_ASM34015v1
SEQF3361	686	Streptococcus	mutans	U2B	103	1960144	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/340/175/GCA_000340175.1_ASM34017v1
SEQF3362	686	Streptococcus	mutans	5DC8	9	2010949	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/795/GCA_000347795.1_5dc8_V1
SEQF3363	686	Streptococcus	mutans	KK21	2	2034595	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/815/GCA_000347815.1_KK21_V1
SEQF3364	686	Streptococcus	mutans	KK23	38	1976204	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/835/GCA_000347835.1_KK23_V1
SEQF3365	686	Streptococcus	mutans	AC4446	42	2003697	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/855/GCA_000347855.1_AC4446_V1
SEQF3366	686	Streptococcus	mutans	ATCC 25175	10	1999673	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/875/GCA_000347875.1_ATCC25175_V1
SEQF3367	686	Streptococcus	mutans	NCTC 11060	36	2021313	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/895/GCA_000347895.1_NCTC11060_V1
SEQF3368	686	Streptococcus	mutans	DSM 20523	20	1988767	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/375/505/GCA_000375505.1_ASM37550v1
SEQF3369	686	Streptococcus	mutans	PKUSS-HG01	12	2002612	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/496/535/GCA_000496535.1_Streptococcus_mutans_PKUSS-HG01
SEQF3370	686	Streptococcus	mutans	PKUSS-LG01	14	2001391	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/496/555/GCA_000496555.1_Streptococcus_mutans_PKUSS-LG01
SEQF3371	686	Streptococcus	mutans	B05Sm11	53	2036366	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/522/565/GCA_000522565.1_out_k25_n4_samp01-contigs.fa
SEQF3372	686	Streptococcus	mutans	B13Sm1	46	2151929	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/522/585/GCA_000522585.1_out_k45_n4_samp02-contigs.fa
SEQF3373	686	Streptococcus	mutans	B12Sm1	91	2173582	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/522/605/GCA_000522605.1_out_k41_n4_samp03-contigs.fa
SEQF3374	686	Streptococcus	mutans	B084SM-A	61	2048211	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/522/625/GCA_000522625.1_out_k35_n4_samp04-contigs.fa
SEQF3375	686	Streptococcus	mutans	B107SM-B	57	2102707	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/522/645/GCA_000522645.1_out_k29_n4_samp05-contigs.fa
SEQF3376	686	Streptococcus	mutans	B07Sm2	49	2222263	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/522/665/GCA_000522665.1_out_k39_n4_samp06-contigs.fa
SEQF3377	686	Streptococcus	mutans	B09Sm1	106	2154480	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/522/685/GCA_000522685.1_out_k25_n4_samp07-contigs.fa
SEQF3378	686	Streptococcus	mutans	B24Sm2	63	2289140	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/522/705/GCA_000522705.1_out_k41_n4_samp08-contigs.fa
SEQF3379	686	Streptococcus	mutans	B102SM-B	104	2095204	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/522/725/GCA_000522725.1_out_k27_n4_samp09-contigs.fa
SEQF3380	686	Streptococcus	mutans	B112SM-A	44	2259163	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/522/745/GCA_000522745.1_out_k43_n4_samp10-contigs.fa
SEQF3381	686	Streptococcus	mutans	B04Sm5	1	2011542	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/621/675/GCA_014621675.1_ASM1462167v1
SEQF3382	686	Streptococcus	mutans	B082SM-A	53	2126752	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/522/785/GCA_000522785.1_out_k29_n4_samp14-contigs.fa
SEQF3383	686	Streptococcus	mutans	B06Sm2	65	2214549	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/522/805/GCA_000522805.2_out_k29_n4_samp15-contigs.fa
SEQF3384	686	Streptococcus	mutans	B85SM-B	46	2101922	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/522/825/GCA_000522825.1_out_k37_n4_samp16-contigs.fa
SEQF3385	686	Streptococcus	mutans	B88SM-A	75	2061948	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/522/845/GCA_000522845.1_out_k27_n4_samp17-contigs.fa
SEQF3386	686	Streptococcus	mutans	B16 P Sm1	58	2329852	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/522/865/GCA_000522865.1_out_k43_n4_samp18-contigs.fa
SEQF3387	686	Streptococcus	mutans	B23Sm1	87	2095411	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/522/885/GCA_000522885.1_out_k43_n4_samp19-contigs.fa
SEQF3388	686	Streptococcus	mutans	B111SM-A	39	2124986	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/522/905/GCA_000522905.1_out_k45_n4_samp20-contigs.fa
SEQF3389	686	Streptococcus	mutans	B114SM-A	53	2110426	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/522/925/GCA_000522925.1_out_k45_n4_samp21-contigs.fa
SEQF3390	686	Streptococcus	mutans	B115SM-A	49	2283584	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/522/945/GCA_000522945.1_out_k41_n4_samp22-contigs.fa
SEQF3391	686	Streptococcus	mutans	UA159-FR	1	2031692	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/817/065/GCA_000817065.1_ASM81706v1
SEQF3392	686	Streptococcus	mutans	1006_SMUT	62	2026153	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/068/415/GCA_001068415.1_ASM106841v1
SEQF3393	686	Streptococcus	mutans	1002_SMUT	49	2035965	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/069/835/GCA_001069835.1_ASM106983v1
SEQF3394	686	Streptococcus	mutans	503_SMUT	30	2007546	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/073/145/GCA_001073145.1_ASM107314v1
SEQF3395	686	Streptococcus	mutans	NG8	1	1984441	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/558/215/GCA_001558215.1_ASM155821v1
SEQF3396	686	Streptococcus	mutans	ATCC 55676	24	2050195	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/625/005/GCA_001625005.1_ASM162500v1
SEQF3397	686	Streptococcus	mutans	AD01	37	2066006	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/703/615/GCA_001703615.1_ASM170361v1
SEQF3398	686	Streptococcus	mutans	FDAARGOS_258	1	2144124	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/083/175/GCA_002083175.2_ASM208317v2
SEQF3399	686	Streptococcus	mutans	KCOM 1054 = ChDC YM3	1	2098341	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/155/285/GCA_002155285.1_ASM215528v1
SEQF3400	686	Streptococcus	mutans	HM	1	2003112	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/157/665/GCA_002157665.1_ASM215766v1
SEQF3401	686	Streptococcus	mutans	B14	68	1985972	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/179/995/GCA_002179995.1_ASM217999v1
SEQF3402	686	Streptococcus	mutans	PKUSS-6	57	2012978	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/212/845/GCA_002212845.1_ASM221284v1
SEQF3403	686	Streptococcus	mutans	PKUSS-2	40	1990377	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/212/855/GCA_002212855.1_ASM221285v1
SEQF3404	686	Streptococcus	mutans	PKUSS-4	42	1998996	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/212/885/GCA_002212885.1_ASM221288v1
SEQF3405	686	Streptococcus	mutans	PKUSS-5	37	1984238	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/212/905/GCA_002212905.1_ASM221290v1
SEQF3406	686	Streptococcus	mutans	PKUSS-8	65	2024471	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/212/925/GCA_002212925.1_ASM221292v1
SEQF3407	686	Streptococcus	mutans	PKUSS-9	40	2084933	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/212/935/GCA_002212935.1_ASM221293v1
SEQF3408	686	Streptococcus	mutans	PKUSS-11	54	2004353	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/212/965/GCA_002212965.1_ASM221296v1
SEQF3409	686	Streptococcus	mutans	PKUSS-7	52	2001751	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/212/995/GCA_002212995.1_ASM221299v1
SEQF3410	686	Streptococcus	mutans	PKUSS-3	52	1980074	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/005/GCA_002213005.1_ASM221300v1
SEQF3411	686	Streptococcus	mutans	PKUSS-10	52	2003657	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/035/GCA_002213035.1_ASM221303v1
SEQF3412	686	Streptococcus	mutans	PKUSS-1	36	1995598	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/213/065/GCA_002213065.1_ASM221306v1
SEQF3413	686	Streptococcus	mutans	LAR01	1	2088369	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/995/555/GCA_002995555.1_ASM299555v1
SEQF3414	686	Streptococcus	mutans	AM44-1	12	2020615	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/466/855/GCA_003466855.1_ASM346685v1
SEQF3415	686	Streptococcus	mutans	LAB761	1	2076490	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/691/695/GCA_003691695.1_ASM369169v1
SEQF3416	686	Streptococcus	mutans	35	39	1929542	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/386/535/GCA_006386535.1_ASM638653v1
SEQF3417	686	Streptococcus	mutans	NBRC 13955	1	2018796	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/739/205/GCA_006739205.1_ASM673920v1
SEQF3418	686	Streptococcus	mutans	MD	2	2022536	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/831/325/GCA_008831325.1_ASM883132v1
SEQF3419	686	Streptococcus	mutans	T8	1	1976303	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/831/345/GCA_008831345.1_ASM883134v1
SEQF3420	686	Streptococcus	mutans	UA140	21	2001996	Oral	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/641/085/GCA_012641085.1_ASM1264108v1
